384
3.000000 2.500000 0.047587
3.000000 3.000000 0.029441
3.000000 3.500000 0.010009
3.000000 4.000000 -0.009859
3.000000 4.500000 -0.029297
3.500000 -1.000000 0.090856
3.500000 -0.500000 0.097273
3.500000 0.000000 0.099444
3.500000 0.500000 0.097273
3.500000 1.000000 0.090856
3.500000 1.500000 0.080471
3.500000 2.000000 0.066573
3.500000 2.500000 0.049768
3.500000 3.000000 0.030790
3.500000 3.500000 0.010468
3.500000 4.000000 -0.010311
3.500000 4.500000 -0.030640
4.000000 -1.000000 0.090871
4.000000 -0.500000 0.097290
4.000000 0.000000 0.099461
4.000000 0.500000 0.097290
4.000000 1.000000 0.090871
4.000000 1.500000 0.080484
4.000000 2.000000 0.066584
4.000000 2.500000 0.049776
4.000000 3.000000 0.030795
4.000000 3.500000 0.010470
4.000000 4.000000 -0.010312
4.000000 4.500000 -0.030645
4.500000 -1.000000 0.086918
4.500000 -0.500000 0.093058
4.500000 0.000000 0.095135
4.500000 0.500000 0.093058
4.500000 1.000000 0.086918
4.500000 1.500000 0.076984
4.500000 2.000000 0.063688
4.500000 2.500000 0.047611
4.500000 3.000000 0.029456
4.500000 3.500000 0.010015
4.500000 4.000000 -0.009864
4.500000 4.500000 -0.029312
5.000000 -1.000000 0.079171
5.000000 -0.500000 0.084764
5.000000 0.000000 0.086656
5.000000 0.500000 0.084764
5.000000 1.000000 0.079171
5.000000 1.500000 0.070122
5.000000 2.000000 0.058011
5.000000 2.500000 0.043368
5.000000 3.000000 0.026831
5.000000 3.500000 0.009122
5.000000 4.000000 -0.008985
5.000000 4.500000 -0.026699
5.500000 -1.000000 0.067967
5.500000 -0.500000 0.072769
5.500000 0.000000 0.074393
5.500000 0.500000 0.072769
5.500000 1.000000 0.067967
5.500000 1.500000 0.060199
5.500000 2.000000 0.049802
5.500000 2.500000 0.037230
5.500000 3.000000 0.023034
5.500000 3.500000 0.007831
5.500000 4.000000 -0.007713
5.500000 4.500000 -0.022921
6.000000 -1.000000 0.053796
6.000000 -0.500000 0.057596
6.000000 0.000000 0.058882
6.000000 0.500000 0.057596
6.000000 1.000000 0.053796
6.000000 1.500000 0.047647
6.000000 2.000000 0.039418
6.000000 2.500000 0.029468
6.000000 3.000000 0.018231
6.000000 3.500000 0.006198
6.000000 4.000000 -0.006105
6.000000 4.500000 -0.018142
6.500000 -1.000000 0.037276
6.500000 -0.500000 0.039909
6.500000 0.000000 0.040800
6.500000 0.500000 0.039909
6.500000 1.000000 0.037276
6.500000 1.500000 0.033015
6.500000 2.000000 0.027313
6.500000 2.500000 0.020419
6.500000 3.000000 0.012633
6.500000 3.500000 0.004295
6.500000 4.000000 -0.004230
6.500000 4.500000 -0.012571
7.000000 -1.000000 0.019128
7.000000 -0.500000 0.020479
7.000000 0.000000 0.020937
7.000000 0.500000 0.020479
7.000000 1.000000 0.019128
7.000000 1.500000 0.016942
7.000000 2.000000 0.014016
7.000000 2.500000 0.010478
7.000000 3.000000 0.006482
7.000000 3.500000 0.002204
7.000000 4.000000 -0.002171
7.000000 4.500000 -0.006451
7.500000 -1.000000 0.000146
7.500000 -0.500000 0.000156
7.500000 0.000000 0.000159
7.500000 0.500000 0.000156
7.500000 1.000000 0.000146
7.500000 1.500000 0.000129
7.500000 2.000000 0.000107
7.500000 2.500000 0.000080
7.500000 3.000000 0.000049
7.500000 3.500000 0.000017
7.500000 4.000000 -0.000017
7.500000 4.500000 -0.000049
8.000000 -1.000000 -0.018844
8.000000 -0.500000 -0.020175
8.000000 0.000000 -0.020625
8.000000 0.500000 -0.020175
8.000000 1.000000 -0.018844
8.000000 1.500000 -0.016690
8.000000 2.000000 -0.013807
8.000000 2.500000 -0.010322
8.000000 3.000000 -0.006386
8.000000 3.500000 -0.002171
8.000000 4.000000 0.002138
8.000000 4.500000 0.006355
8.500000 -1.000000 -0.037010
8.500000 -0.500000 -0.039624
8.500000 0.000000 -0.040509
8.500000 0.500000 -0.039624
8.500000 1.000000 -0.037010
8.500000 1.500000 -0.032780
8.500000 2.000000 -0.027118
8.500000 2.500000 -0.020273
8.500000 3.000000 -0.012542
8.500000 3.500000 -0.004264
8.500000 4.000000 0.004200
8.500000 4.500000 0.012481
9.000000 -1.000000 -0.053561
9.000000 -0.500000 -0.057344
9.000000 0.000000 -0.058624
9.000000 0.500000 -0.057344
9.000000 1.000000 -0.053561
9.000000 1.500000 -0.047439
9.000000 2.000000 -0.039245
9.000000 2.500000 -0.029339
9.000000 3.000000 -0.018151
9.000000 3.500000 -0.006171
9.000000 4.000000 0.006078
9.000000 4.500000 0.018062
9.500000 -1.000000 -0.067773
9.500000 -0.500000 -0.072560
9.500000 0.000000 -0.074179
9.500000 0.500000 -0.072560
9.500000 1.000000 -0.067773
9.500000 1.500000 -0.060026
9.500000 2.000000 -0.049659
9.500000 2.500000 -0.037124
9.500000 3.000000 -0.022968
9.500000 3.500000 -0.007809
9.500000 4.000000 0.007691
9.500000 4.500000 0.022855
10.000000 -1.000000 -0.079026
10.000000 -0.500000 -0.084608
10.000000 0.000000 -0.086496
10.000000 0.500000 -0.084608
10.000000 1.000000 -0.079026
10.000000 1.500000 -0.069993
10.000000 2.000000 -0.057905
10.000000 2.500000 -0.043288
10.000000 3.000000 -0.026781
10.000000 3.500000 -0.009105
10.000000 4.000000 0.008968
10.000000 4.500000 0.026650
10.500000 -1.000000 -0.086828
10.500000 -0.500000 -0.092962
10.500000 0.000000 -0.095037
10.500000 0.500000 -0.092962
10.500000 1.000000 -0.086828
10.500000 1.500000 -0.076904
10.500000 2.000000 -0.063622
10.500000 2.500000 -0.047562
10.500000 3.000000 -0.029425
10.500000 3.500000 -0.010004
10.500000 4.000000 0.009854
10.500000 4.500000 0.029282
11.000000 -1.000000 -0.090840
11.000000 -0.500000 -0.097257
11.000000 0.000000 -0.099428
11.000000 0.500000 -0.097257
11.000000 1.000000 -0.090840
11.000000 1.500000 -0.080457
11.000000 2.000000 -0.066561
